,SKU_NAME,FEED_DATE,PAGE VIEWS,ORDERED UNITS
8039,B21DCDJM84,05/05/19,61,0
8040,B21DCDJM84,06/05/19,161,16
8041,B21DCDJM84,07/05/19,124,15
8042,B21DCDJM84,08/05/19,137,18
8043,B21DCDJM84,09/05/19,104,10
8044,B21DCDJM84,10/05/19,117,12
8045,B21DCDJM84,11/05/19,63,2
8046,B21DCDJM84,12/05/19,46,2
8047,B21DCDJM84,13/05/19,115,24
8048,B21DCDJM84,14/05/19,115,23
8049,B21DCDJM84,15/05/19,134,8
8050,B21DCDJM84,16/05/19,150,31
8051,B21DCDJM84,17/05/19,105,10
8052,B21DCDJM84,18/05/19,41,1
8053,B21DCDJM84,19/05/19,31,1
8054,B21DCDJM84,20/05/19,108,16
8055,B21DCDJM84,21/05/19,149,16
8056,B21DCDJM84,22/05/19,133,18
8057,B21DCDJM84,23/05/19,106,7
8058,B21DCDJM84,24/05/19,91,5
8059,B21DCDJM84,25/05/19,45,2
8060,B21DCDJM84,26/05/19,39,1
8061,B21DCDJM84,27/05/19,37,4
8062,B21DCDJM84,28/05/19,101,6
8063,B21DCDJM84,29/05/19,116,12
8064,B21DCDJM84,30/05/19,140,19
8065,B21DCDJM84,31/05/19,88,9
8066,B21DCDJM84,01/06/19,40,5
8067,B21DCDJM84,02/06/19,29,4
8068,B21DCDJM84,03/06/19,83,6
8069,B21DCDJM84,04/06/19,120,13
8070,B21DCDJM84,05/06/19,142,26
8071,B21DCDJM84,06/06/19,100,4
8072,B21DCDJM84,07/06/19,99,11
8073,B21DCDJM84,08/06/19,35,1
8074,B21DCDJM84,09/06/19,30,2
8075,B21DCDJM84,10/06/19,118,19
8076,B21DCDJM84,11/06/19,123,12
8077,B21DCDJM84,12/06/19,98,9
8078,B21DCDJM84,13/06/19,136,17
8079,B21DCDJM84,14/06/19,88,13
8080,B21DCDJM84,15/06/19,63,1
8081,B21DCDJM84,16/06/19,52,1
8082,B21DCDJM84,17/06/19,144,12
8083,B21DCDJM84,18/06/19,137,23
8084,B21DCDJM84,19/06/19,125,7
8085,B21DCDJM84,20/06/19,135,7
8086,B21DCDJM84,21/06/19,124,14
8087,B21DCDJM84,22/06/19,52,1
8088,B21DCDJM84,23/06/19,56,2
8089,B21DCDJM84,24/06/19,138,8
8090,B21DCDJM84,25/06/19,137,17
8091,B21DCDJM84,26/06/19,159,11
8092,B21DCDJM84,27/06/19,134,8
8093,B21DCDJM84,28/06/19,114,20
8094,B21DCDJM84,29/06/19,30,1
8095,B21DCDJM84,30/06/19,56,6
8096,B21DCDJM84,01/07/19,150,30
8097,B21DCDJM84,02/07/19,157,17
8098,B21DCDJM84,03/07/19,112,10
8099,B21DCDJM84,04/07/19,58,0
8100,B21DCDJM84,05/07/19,61,5
8101,B21DCDJM84,06/07/19,55,3
8102,B21DCDJM84,07/07/19,39,2
8103,B21DCDJM84,08/07/19,124,12
8104,B21DCDJM84,09/07/19,155,23
8105,B21DCDJM84,10/07/19,97,15
8106,B21DCDJM84,11/07/19,144,16
8107,B21DCDJM84,12/07/19,120,8
8108,B21DCDJM84,13/07/19,63,1
8109,B21DCDJM84,14/07/19,80,0
8110,B21DCDJM84,15/07/19,217,12
8111,B21DCDJM84,16/07/19,168,7
8112,B21DCDJM84,17/07/19,134,12
8113,B21DCDJM84,18/07/19,161,13
8114,B21DCDJM84,19/07/19,131,20
8115,B21DCDJM84,20/07/19,73,1
8116,B21DCDJM84,21/07/19,59,1
8117,B21DCDJM84,22/07/19,144,22
8118,B21DCDJM84,23/07/19,133,12
8119,B21DCDJM84,24/07/19,161,17
8120,B21DCDJM84,25/07/19,149,22
8121,B21DCDJM84,26/07/19,150,19
8122,B21DCDJM84,27/07/19,65,2
8123,B21DCDJM84,28/07/19,55,2
8124,B21DCDJM84,29/07/19,167,13
8125,B21DCDJM84,30/07/19,154,56
8126,B21DCDJM84,31/07/19,176,19
8127,B21DCDJM84,01/08/19,183,22
8128,B21DCDJM84,02/08/19,163,8
8129,B21DCDJM84,03/08/19,58,2
8130,B21DCDJM84,04/08/19,77,0
8131,B21DCDJM84,05/08/19,191,23
8132,B21DCDJM84,06/08/19,163,14
8133,B21DCDJM84,07/08/19,192,10
8134,B21DCDJM84,08/08/19,177,5
8135,B21DCDJM84,09/08/19,152,12
8136,B21DCDJM84,10/08/19,57,7
8137,B21DCDJM84,11/08/19,61,4
8138,B21DCDJM84,12/08/19,158,15
8139,B21DCDJM84,13/08/19,174,19
8140,B21DCDJM84,14/08/19,187,11
8141,B21DCDJM84,15/08/19,194,15
8142,B21DCDJM84,16/08/19,160,9
8143,B21DCDJM84,17/08/19,65,1
8144,B21DCDJM84,18/08/19,58,0
8145,B21DCDJM84,19/08/19,135,17
8146,B21DCDJM84,20/08/19,148,20
8147,B21DCDJM84,21/08/19,177,14
8148,B21DCDJM84,22/08/19,191,23
8149,B21DCDJM84,23/08/19,115,16
8150,B21DCDJM84,24/08/19,49,1
8151,B21DCDJM84,25/08/19,57,3
8152,B21DCDJM84,26/08/19,143,35
8153,B21DCDJM84,27/08/19,145,18
8154,B21DCDJM84,28/08/19,153,22
8155,B21DCDJM84,29/08/19,140,26
8156,B21DCDJM84,30/08/19,107,13
8157,B21DCDJM84,31/08/19,64,5
8158,D21DDDJLQM,01/05/19,159,23
8159,D21DDDJLQM,02/05/19,142,11
8160,D21DDDJLQM,03/05/19,129,9
8161,D21DDDJLQM,04/05/19,74,2
8162,D21DDDJLQM,05/05/19,46,1
8163,D21DDDJLQM,06/05/19,143,9
8164,D21DDDJLQM,07/05/19,165,15
8165,D21DDDJLQM,08/05/19,148,16
8166,D21DDDJLQM,09/05/19,163,30
8167,D21DDDJLQM,10/05/19,167,21
8168,D21DDDJLQM,11/05/19,53,1
8169,D21DDDJLQM,12/05/19,61,0
8170,D21DDDJLQM,13/05/19,190,19
8171,D21DDDJLQM,14/05/19,182,7
8172,D21DDDJLQM,15/05/19,199,7
8173,D21DDDJLQM,16/05/19,168,4
8174,D21DDDJLQM,17/05/19,165,14
8175,D21DDDJLQM,18/05/19,63,1
8176,D21DDDJLQM,19/05/19,57,0
8177,D21DDDJLQM,20/05/19,136,6
8178,D21DDDJLQM,21/05/19,166,8
8179,D21DDDJLQM,22/05/19,172,14
8180,D21DDDJLQM,23/05/19,150,9
8181,D21DDDJLQM,24/05/19,121,14
8182,D21DDDJLQM,25/05/19,71,0
8183,D21DDDJLQM,26/05/19,42,1
8184,D21DDDJLQM,27/05/19,53,0
8185,D21DDDJLQM,28/05/19,89,6
8186,D21DDDJLQM,29/05/19,198,15
8187,D21DDDJLQM,30/05/19,129,11
8188,D21DDDJLQM,31/05/19,100,8
8189,D21DDDJLQM,01/06/19,52,0
8190,D21DDDJLQM,02/06/19,38,0
8191,D21DDDJLQM,03/06/19,138,11
8192,D21DDDJLQM,04/06/19,131,14
8193,D21DDDJLQM,05/06/19,110,14
8194,D21DDDJLQM,06/06/19,124,17
8195,D21DDDJLQM,07/06/19,140,6
8196,D21DDDJLQM,08/06/19,44,1
8197,D21DDDJLQM,09/06/19,45,1
8198,D21DDDJLQM,10/06/19,136,12
8199,D21DDDJLQM,11/06/19,147,22
8200,D21DDDJLQM,12/06/19,117,20
8201,D21DDDJLQM,13/06/19,182,15
8202,D21DDDJLQM,14/06/19,105,6
8203,D21DDDJLQM,15/06/19,67,0
8204,D21DDDJLQM,16/06/19,49,0
8205,D21DDDJLQM,17/06/19,170,22
8206,D21DDDJLQM,18/06/19,169,29
8207,D21DDDJLQM,19/06/19,139,5
8208,D21DDDJLQM,20/06/19,121,7
8209,D21DDDJLQM,21/06/19,134,38
8210,D21DDDJLQM,22/06/19,41,0
8211,D21DDDJLQM,23/06/19,80,0
8212,D21DDDJLQM,24/06/19,162,43
8213,D21DDDJLQM,25/06/19,158,2
8214,D21DDDJLQM,26/06/19,166,3
8215,D21DDDJLQM,27/06/19,124,3
8216,D21DDDJLQM,28/06/19,117,20
8217,D21DDDJLQM,29/06/19,49,0
8218,D21DDDJLQM,30/06/19,54,0
8219,D21DDDJLQM,01/07/19,130,10
8220,D21DDDJLQM,02/07/19,130,9
8221,D21DDDJLQM,03/07/19,109,0
8222,D21DDDJLQM,04/07/19,48,0
8223,D21DDDJLQM,05/07/19,65,0
8224,D21DDDJLQM,06/07/19,53,0
8225,D21DDDJLQM,07/07/19,53,0
8226,D21DDDJLQM,08/07/19,100,0
8227,D21DDDJLQM,09/07/19,139,0
8228,D21DDDJLQM,10/07/19,121,2
8229,D21DDDJLQM,11/07/19,119,11
8230,D21DDDJLQM,12/07/19,115,16
8231,D21DDDJLQM,13/07/19,71,1
8232,D21DDDJLQM,14/07/19,91,0
8233,D21DDDJLQM,15/07/19,233,2
8234,D21DDDJLQM,16/07/19,209,1
8235,D21DDDJLQM,17/07/19,166,12
8236,D21DDDJLQM,18/07/19,170,19
8237,D21DDDJLQM,19/07/19,141,13
8238,D21DDDJLQM,20/07/19,71,0
8239,D21DDDJLQM,21/07/19,59,1
8240,D21DDDJLQM,22/07/19,125,25
8241,D21DDDJLQM,23/07/19,148,5
8242,D21DDDJLQM,24/07/19,140,13
8243,D21DDDJLQM,25/07/19,140,16
8244,D21DDDJLQM,26/07/19,106,10
8245,D21DDDJLQM,27/07/19,71,0
8246,D21DDDJLQM,28/07/19,58,1
8247,D21DDDJLQM,29/07/19,152,6
8248,D21DDDJLQM,30/07/19,140,8
8249,D21DDDJLQM,31/07/19,165,8
8250,D21DDDJLQM,01/08/19,191,15
8251,D21DDDJLQM,02/08/19,171,16
8252,D21DDDJLQM,03/08/19,85,2
8253,D21DDDJLQM,04/08/19,81,0
8254,D21DDDJLQM,05/08/19,180,18
8255,D21DDDJLQM,06/08/19,153,14
8256,D21DDDJLQM,07/08/19,215,10
8257,D21DDDJLQM,08/08/19,219,10
8258,D21DDDJLQM,09/08/19,138,8
8259,D21DDDJLQM,10/08/19,63,1
8260,D21DDDJLQM,11/08/19,50,0
8261,D21DDDJLQM,12/08/19,184,39
8262,D21DDDJLQM,13/08/19,160,14
8263,D21DDDJLQM,14/08/19,161,14
8264,D21DDDJLQM,15/08/19,161,11
8265,D21DDDJLQM,16/08/19,162,14
8266,D21DDDJLQM,17/08/19,48,0
8267,D21DDDJLQM,18/08/19,51,1
8268,D21DDDJLQM,19/08/19,144,7
8269,D21DDDJLQM,20/08/19,123,12
8270,D21DDDJLQM,21/08/19,209,35
8271,D21DDDJLQM,22/08/19,176,19
8272,D21DDDJLQM,23/08/19,132,37
8273,D21DDDJLQM,24/08/19,59,0
8274,D21DDDJLQM,25/08/19,69,1
8275,D21DDDJLQM,26/08/19,168,15
8276,D21DDDJLQM,27/08/19,148,9
8277,D21DDDJLQM,28/08/19,160,20
8278,D21DDDJLQM,29/08/19,153,6
8279,D21DDDJLQM,30/08/19,79,4
8280,D21DDDJLQM,31/08/19,61,1
8281,D00FT8M7O2,01/05/19,11,1
8282,D00FT8M7O2,02/05/19,8,1
8283,D00FT8M7O2,03/05/19,15,3
8284,D00FT8M7O2,04/05/19,6,0
8285,D00FT8M7O2,05/05/19,21,0
8286,D00FT8M7O2,06/05/19,8,0
8287,D00FT8M7O2,07/05/19,12,1
8288,D00FT8M7O2,08/05/19,36,2
8289,D00FT8M7O2,09/05/19,8,1
8290,D00FT8M7O2,10/05/19,19,3
8291,D00FT8M7O2,11/05/19,5,0
8292,D00FT8M7O2,12/05/19,9,0
8293,D00FT8M7O2,13/05/19,13,0
8294,D00FT8M7O2,14/05/19,10,2
8295,D00FT8M7O2,15/05/19,18,0
8296,D00FT8M7O2,16/05/19,11,0
8297,D00FT8M7O2,17/05/19,8,0
8298,D00FT8M7O2,21/05/19,17,1
8299,D00FT8M7O2,22/05/19,15,0
8300,D00FT8M7O2,23/05/19,13,0
8301,D00FT8M7O2,24/05/19,13,0
8302,D00FT8M7O2,25/05/19,8,0
8303,D00FT8M7O2,28/05/19,13,1
8304,D00FT8M7O2,29/05/19,19,1
8305,D00FT8M7O2,30/05/19,21,0
8306,D00FT8M7O2,31/05/19,7,1
8307,D00FT8M7O2,01/06/19,6,0
8308,D00FT8M7O2,02/06/19,10,0
8309,D00FT8M7O2,03/06/19,11,1
8310,D00FT8M7O2,04/06/19,10,0
8311,D00FT8M7O2,05/06/19,7,0
8312,D00FT8M7O2,06/06/19,15,0
8313,D00FT8M7O2,07/06/19,12,1
8314,D00FT8M7O2,08/06/19,8,1
8315,D00FT8M7O2,09/06/19,4,0
8316,D00FT8M7O2,10/06/19,6,0
8317,D00FT8M7O2,26/06/19,14,0
8318,D00FT8M7O2,29/06/19,11,1
8319,D00FT8M7O2,30/06/19,18,0
8320,D00FT8M7O2,02/07/19,7,0
8321,D00FT8M7O2,03/07/19,9,0
8322,D00FT8M7O2,04/07/19,12,0
8323,D00FT8M7O2,05/07/19,10,0
8324,D00FT8M7O2,06/07/19,10,0
8325,D00FT8M7O2,08/07/19,12,0
8326,D00FT8M7O2,09/07/19,9,0
8327,D00FT8M7O2,10/07/19,9,0
8328,D00FT8M7O2,12/07/19,11,0
8329,D00FT8M7O2,13/07/19,10,0
8330,D00FT8M7O2,14/07/19,14,0
8331,D00FT8M7O2,15/07/19,11,0
8332,D00FT8M7O2,16/07/19,27,0
8333,D00FT8M7O2,17/07/19,18,0
8334,D00FT8M7O2,18/07/19,11,0
8335,D00FT8M7O2,19/07/19,10,0
8336,D00FT8M7O2,20/07/19,9,1
8337,D00FT8M7O2,21/07/19,6,0
8338,D00FT8M7O2,22/07/19,7,0
8339,D00FT8M7O2,23/07/19,14,0
8340,D00FT8M7O2,24/07/19,13,0
8341,D00FT8M7O2,25/07/19,11,0
8342,D00FT8M7O2,26/07/19,10,0
8343,D00FT8M7O2,27/07/19,12,0
8344,D00FT8M7O2,01/08/19,16,0
8345,D00FT8M7O2,02/08/19,10,0
8346,D00FT8M7O2,03/08/19,10,0
8347,D00FT8M7O2,04/08/19,14,0
8348,D00FT8M7O2,07/08/19,13,0
8349,D00FT8M7O2,08/08/19,26,0
8350,D00FT8M7O2,09/08/19,2,0
8351,D00FT8M7O2,11/08/19,11,0
8352,D00FT8M7O2,13/08/19,14,0
8353,D00FT8M7O2,14/08/19,18,0
8354,D00FT8M7O2,15/08/19,10,0
8355,D00FT8M7O2,16/08/19,30,0
8356,D00FT8M7O2,17/08/19,15,0
8357,D00FT8M7O2,18/08/19,20,0
8358,D00FT8M7O2,19/08/19,20,0
8359,D00FT8M7O2,20/08/19,16,0
8360,D00FT8M7O2,21/08/19,24,0
8361,D00FT8M7O2,22/08/19,43,0
8362,D00FT8M7O2,23/08/19,15,0
8363,D00FT8M7O2,24/08/19,10,0
8364,D00FT8M7O2,25/08/19,14,0
8365,D00FT8M7O2,26/08/19,25,0
8366,D00FT8M7O2,27/08/19,7,0
8367,D00FT8M7O2,28/08/19,16,1
8368,D00FT8M7O2,29/08/19,13,0
8369,D00FT8M7O2,30/08/19,4,0
8370,D21F5NQPFD,01/05/19,2426,143
8371,D21F5NQPFD,02/05/19,2409,154
8372,D21F5NQPFD,03/05/19,2156,136
8373,D21F5NQPFD,04/05/19,2014,119
8374,D21F5NQPFD,05/05/19,2256,128
8375,D21F5NQPFD,06/05/19,2283,109
8376,D21F5NQPFD,07/05/19,2402,139
8377,D21F5NQPFD,08/05/19,2594,126
8378,D21F5NQPFD,09/05/19,2245,143
8379,D21F5NQPFD,10/05/19,2142,104
8380,D21F5NQPFD,11/05/19,2015,69
8381,D21F5NQPFD,12/05/19,2011,96
8382,D21F5NQPFD,13/05/19,2381,114
8383,D21F5NQPFD,14/05/19,2492,124
8384,D21F5NQPFD,15/05/19,2411,138
8385,D21F5NQPFD,16/05/19,2243,150
8386,D21F5NQPFD,17/05/19,2092,138
8387,D21F5NQPFD,18/05/19,2190,109
8388,D21F5NQPFD,19/05/19,2107,89
8389,D21F5NQPFD,20/05/19,2359,140
8390,D21F5NQPFD,21/05/19,2729,148
8391,D21F5NQPFD,22/05/19,2258,132
8392,D21F5NQPFD,23/05/19,2222,139
8393,D21F5NQPFD,24/05/19,2195,120
8394,D21F5NQPFD,25/05/19,2034,77
8395,D21F5NQPFD,26/05/19,3527,290
8396,D21F5NQPFD,27/05/19,3570,252
8397,D21F5NQPFD,28/05/19,3363,256
8398,D21F5NQPFD,29/05/19,3099,227
8399,D21F5NQPFD,30/05/19,3190,243
8400,D21F5NQPFD,31/05/19,2656,222
8401,D21F5NQPFD,01/06/19,2593,198
8402,D21F5NQPFD,02/06/19,2867,209
8403,D21F5NQPFD,03/06/19,3344,264
8404,D21F5NQPFD,04/06/19,3629,247
8405,D21F5NQPFD,05/06/19,4118,334
8406,D21F5NQPFD,06/06/19,4682,443
8407,D21F5NQPFD,07/06/19,3344,260
8408,D21F5NQPFD,08/06/19,2277,101
8409,D21F5NQPFD,09/06/19,2281,106
8410,D21F5NQPFD,10/06/19,3140,151
8411,D21F5NQPFD,11/06/19,2408,146
8412,D21F5NQPFD,12/06/19,2546,128
8413,D21F5NQPFD,13/06/19,2473,135
8414,D21F5NQPFD,14/06/19,2289,115
8415,D21F5NQPFD,15/06/19,2187,95
8416,D21F5NQPFD,16/06/19,2312,104
8417,D21F5NQPFD,17/06/19,2480,128
8418,D21F5NQPFD,18/06/19,2491,150
8419,D21F5NQPFD,19/06/19,2702,164
8420,D21F5NQPFD,20/06/19,3132,147
8421,D21F5NQPFD,21/06/19,2560,133
8422,D21F5NQPFD,22/06/19,1995,92
8423,D21F5NQPFD,23/06/19,2439,91
8424,D21F5NQPFD,24/06/19,2521,134
8425,D21F5NQPFD,25/06/19,2635,121
8426,D21F5NQPFD,26/06/19,2598,153
8427,D21F5NQPFD,27/06/19,2394,144
8428,D21F5NQPFD,28/06/19,2280,120
8429,D21F5NQPFD,29/06/19,1963,103
8430,D21F5NQPFD,30/06/19,1970,105
8431,D21F5NQPFD,01/07/19,2230,138
8432,D21F5NQPFD,02/07/19,2083,131
8433,D21F5NQPFD,03/07/19,2087,124
8434,D21F5NQPFD,04/07/19,2294,92
8435,D21F5NQPFD,05/07/19,2319,117
8436,D21F5NQPFD,06/07/19,2167,92
8437,D21F5NQPFD,07/07/19,2076,112
8438,D21F5NQPFD,08/07/19,2359,158
8439,D21F5NQPFD,09/07/19,2325,129
8440,D21F5NQPFD,10/07/19,2237,127
8441,D21F5NQPFD,11/07/19,2146,91
8442,D21F5NQPFD,12/07/19,2216,116
8443,D21F5NQPFD,13/07/19,2219,83
8444,D21F5NQPFD,14/07/19,2786,98
8445,D21F5NQPFD,15/07/19,135993,10007
8446,D21F5NQPFD,16/07/19,56017,6210
8447,D21F5NQPFD,17/07/19,8931,241
8448,D21F5NQPFD,18/07/19,5546,150
8449,D21F5NQPFD,19/07/19,4400,172
8450,D21F5NQPFD,20/07/19,3606,125
8451,D21F5NQPFD,21/07/19,3838,125
8452,D21F5NQPFD,22/07/19,4110,174
8453,D21F5NQPFD,23/07/19,3585,164
8454,D21F5NQPFD,24/07/19,3345,123
8455,D21F5NQPFD,25/07/19,3879,148
8456,D21F5NQPFD,26/07/19,11886,2213
8457,D21F5NQPFD,27/07/19,20642,1543
8458,D21F5NQPFD,28/07/19,8030,28
8459,D21F5NQPFD,29/07/19,5374,0
8460,D21F5NQPFD,30/07/19,4557,76
8461,D21F5NQPFD,31/07/19,3699,129
8462,D21F5NQPFD,01/08/19,3583,115
8463,D21F5NQPFD,02/08/19,3393,161
8464,D21F5NQPFD,03/08/19,3025,129
8465,D21F5NQPFD,04/08/19,3195,93
8466,D21F5NQPFD,05/08/19,3398,78
8467,D21F5NQPFD,06/08/19,3314,152
8468,D21F5NQPFD,07/08/19,3001,68
8469,D21F5NQPFD,08/08/19,3153,126
8470,D21F5NQPFD,09/08/19,2618,75
8471,D21F5NQPFD,10/08/19,2473,67
8472,D21F5NQPFD,11/08/19,2432,44
8473,D21F5NQPFD,12/08/19,2580,33
8474,D21F5NQPFD,13/08/19,2709,38
8475,D21F5NQPFD,14/08/19,2437,35
8476,D21F5NQPFD,15/08/19,2482,50
8477,D21F5NQPFD,16/08/19,2375,81
8478,D21F5NQPFD,17/08/19,2415,100
8479,D21F5NQPFD,18/08/19,2492,57
8480,D21F5NQPFD,19/08/19,2627,61
8481,D21F5NQPFD,20/08/19,2524,128
8482,D21F5NQPFD,21/08/19,2639,74
8483,D21F5NQPFD,22/08/19,2804,151
8484,D21F5NQPFD,23/08/19,2572,70
8485,D21F5NQPFD,24/08/19,2493,112
8486,D21F5NQPFD,25/08/19,2718,136
8487,D21F5NQPFD,26/08/19,2737,58
8488,D21F5NQPFD,27/08/19,2695,114
8489,D21F5NQPFD,28/08/19,2607,70
8490,D21F5NQPFD,29/08/19,2370,152
8491,D21F5NQPFD,30/08/19,2406,47
8492,D21F5NQPFD,31/08/19,2286,111
8493,D12G[:XLEO,01/05/19,1827,263
8494,D12G[:XLEO,02/05/19,1955,258
8495,D12G[:XLEO,03/05/19,1759,237
8496,D12G[:XLEO,04/05/19,1662,132
8497,D12G[:XLEO,05/05/19,1939,165
8498,D12G[:XLEO,06/05/19,1853,262
8499,D12G[:XLEO,07/05/19,1804,191
8500,D12G[:XLEO,08/05/19,1927,258
8501,D12G[:XLEO,09/05/19,1764,241
8502,D12G[:XLEO,10/05/19,1597,223
8503,D12G[:XLEO,11/05/19,2434,128
8504,D12G[:XLEO,12/05/19,2387,149
8505,D12G[:XLEO,13/05/19,2166,214
8506,D12G[:XLEO,14/05/19,2128,252
8507,D12G[:XLEO,15/05/19,2060,245
8508,D12G[:XLEO,16/05/19,1914,235
8509,D12G[:XLEO,17/05/19,1767,183
8510,D12G[:XLEO,18/05/19,1697,136
8511,D12G[:XLEO,19/05/19,2056,110
8512,D12G[:XLEO,20/05/19,2178,250
8513,D12G[:XLEO,21/05/19,2089,241
8514,D12G[:XLEO,22/05/19,1947,247
8515,D12G[:XLEO,23/05/19,2182,255
8516,D12G[:XLEO,24/05/19,1946,215
8517,D12G[:XLEO,25/05/19,2091,120
8518,D12G[:XLEO,26/05/19,2496,161
8519,D12G[:XLEO,27/05/19,2346,189
8520,D12G[:XLEO,28/05/19,2362,274
8521,D12G[:XLEO,29/05/19,2384,250
8522,D12G[:XLEO,30/05/19,2404,284
8523,D12G[:XLEO,31/05/19,2256,307
8524,D12G[:XLEO,01/06/19,2233,202
8525,D12G[:XLEO,02/06/19,2602,204
8526,D12G[:XLEO,03/06/19,2902,349
8527,D12G[:XLEO,04/06/19,2530,348
8528,D12G[:XLEO,05/06/19,2569,322
8529,D12G[:XLEO,06/06/19,2342,258
8530,D12G[:XLEO,07/06/19,2175,226
8531,D12G[:XLEO,08/06/19,2157,174
8532,D12G[:XLEO,09/06/19,2451,168
8533,D12G[:XLEO,10/06/19,2458,292
8534,D12G[:XLEO,11/06/19,2244,267
8535,D12G[:XLEO,12/06/19,2236,242
8536,D12G[:XLEO,13/06/19,2172,215
8537,D12G[:XLEO,14/06/19,1852,199
8538,D12G[:XLEO,15/06/19,1913,136
8539,D12G[:XLEO,16/06/19,1978,155
8540,D12G[:XLEO,17/06/19,2111,248
8541,D12G[:XLEO,18/06/19,2055,212
8542,D12G[:XLEO,19/06/19,2102,224
8543,D12G[:XLEO,20/06/19,2071,206
8544,D12G[:XLEO,21/06/19,1678,185
8545,D12G[:XLEO,22/06/19,1648,109
8546,D12G[:XLEO,23/06/19,2038,157
8547,D12G[:XLEO,24/06/19,2024,259
8548,D12G[:XLEO,25/06/19,2038,241
8549,D12G[:XLEO,26/06/19,1977,196
8550,D12G[:XLEO,27/06/19,1935,202
8551,D12G[:XLEO,28/06/19,1882,196
8552,D12G[:XLEO,29/06/19,1899,135
8553,D12G[:XLEO,30/06/19,1900,129
8554,D12G[:XLEO,01/07/19,2079,237
8555,D12G[:XLEO,02/07/19,2054,183
8556,D12G[:XLEO,03/07/19,1843,163
8557,D12G[:XLEO,04/07/19,1669,120
8558,D12G[:XLEO,05/07/19,1882,162
8559,D12G[:XLEO,06/07/19,1899,134
8560,D12G[:XLEO,07/07/19,2145,155
8561,D12G[:XLEO,08/07/19,2394,240
8562,D12G[:XLEO,09/07/19,2231,251
8563,D12G[:XLEO,10/07/19,2305,275
8564,D12G[:XLEO,11/07/19,2191,260
8565,D12G[:XLEO,12/07/19,2229,181
8566,D12G[:XLEO,13/07/19,2058,125
8567,D12G[:XLEO,14/07/19,2484,138
8568,D12G[:XLEO,15/07/19,5709,475
8569,D12G[:XLEO,16/07/19,4583,502
8570,D12G[:XLEO,17/07/19,2441,214
8571,D12G[:XLEO,18/07/19,2161,217
8572,D12G[:XLEO,19/07/19,2074,209
8573,D12G[:XLEO,20/07/19,1899,135
8574,D12G[:XLEO,21/07/19,2164,135
8575,D12G[:XLEO,22/07/19,2440,214
8576,D12G[:XLEO,23/07/19,2204,226
8577,D12G[:XLEO,24/07/19,2134,214
8578,D12G[:XLEO,25/07/19,2199,248
8579,D12G[:XLEO,26/07/19,1836,201
8580,D12G[:XLEO,27/07/19,1789,119
8581,D12G[:XLEO,28/07/19,2098,134
8582,D12G[:XLEO,29/07/19,2359,248
8583,D12G[:XLEO,30/07/19,2288,252
8584,D12G[:XLEO,31/07/19,2272,283
8585,D12G[:XLEO,01/08/19,2195,247
8586,D12G[:XLEO,02/08/19,2228,245
8587,D12G[:XLEO,03/08/19,2128,155
8588,D12G[:XLEO,04/08/19,2267,166
8589,D12G[:XLEO,05/08/19,2443,238
8590,D12G[:XLEO,06/08/19,2437,272
8591,D12G[:XLEO,07/08/19,2374,275
8592,D12G[:XLEO,08/08/19,2363,332
8593,D12G[:XLEO,09/08/19,2336,270
8594,D12G[:XLEO,10/08/19,2234,158
8595,D12G[:XLEO,11/08/19,2554,209
8596,D12G[:XLEO,12/08/19,2625,312
8597,D12G[:XLEO,13/08/19,2548,343
8598,D12G[:XLEO,14/08/19,2604,319
8599,D12G[:XLEO,15/08/19,2494,326
8600,D12G[:XLEO,16/08/19,2490,328
8601,D12G[:XLEO,17/08/19,2404,178
8602,D12G[:XLEO,18/08/19,2531,175
8603,D12G[:XLEO,19/08/19,2574,310
8604,D12G[:XLEO,20/08/19,2539,347
8605,D12G[:XLEO,21/08/19,2557,388
8606,D12G[:XLEO,22/08/19,2530,295
8607,D12G[:XLEO,23/08/19,2784,381
8608,D12G[:XLEO,24/08/19,2408,254
8609,D12G[:XLEO,25/08/19,2717,194
8610,D12G[:XLEO,26/08/19,2852,364
8611,D12G[:XLEO,27/08/19,2685,339
8612,D12G[:XLEO,28/08/19,2668,372
8613,D12G[:XLEO,29/08/19,2506,383
8614,D12G[:XLEO,30/08/19,2242,329
8615,D12G[:XLEO,31/08/19,2299,191
8616,B01F[:YLFY,01/05/19,53,0
8617,B01F[:YLFY,02/05/19,47,0
8618,B01F[:YLFY,03/05/19,42,0
8619,B01F[:YLFY,04/05/19,68,0
8620,B01F[:YLFY,05/05/19,39,0
8621,B01F[:YLFY,06/05/19,62,0
8622,B01F[:YLFY,07/05/19,61,0
8623,B01F[:YLFY,08/05/19,71,0
8624,B01F[:YLFY,09/05/19,82,0
8625,B01F[:YLFY,10/05/19,55,0
8626,B01F[:YLFY,11/05/19,55,0
8627,B01F[:YLFY,12/05/19,44,0
8628,B01F[:YLFY,13/05/19,57,0
8629,B01F[:YLFY,14/05/19,61,0
8630,B01F[:YLFY,15/05/19,67,0
8631,B01F[:YLFY,16/05/19,50,0
8632,B01F[:YLFY,17/05/19,70,0
8633,B01F[:YLFY,18/05/19,55,0
8634,B01F[:YLFY,19/05/19,46,0
8635,B01F[:YLFY,21/05/19,66,0
8636,B01F[:YLFY,22/05/19,62,0
8637,B01F[:YLFY,23/05/19,50,0
8638,B01F[:YLFY,24/05/19,61,0
8639,B01F[:YLFY,25/05/19,43,0
