,SKU_NAME,FEED_Month,FEED_DATE,CATEGORY,SUB_CATEGORY,ORDERED_REVENUE,ORDERED_UNITS,REP_OOS,Price of single unit(Rounded off),
9556,D11I165;6C,May ,2019-05-11,1000 Inputs,1001 Keyboards,0,0,0,0,
9557,D11I165;6C,May ,2019-05-12,1000 Inputs,1001 Keyboards,0,0,0,0,
9558,D11I165;6C,May ,2019-05-13,1000 Inputs,1001 Keyboards,0,0,0,0,
9559,D11I165;6C,May ,2019-05-14,1000 Inputs,1001 Keyboards,0,0,0,0,
9560,D11I165;6C,May ,2019-05-15,1000 Inputs,1001 Keyboards,0,0,0,0,
9561,D11I165;6C,May ,2019-05-16,1000 Inputs,1001 Keyboards,0,0,0,0,
9562,D11I165;6C,May ,2019-05-17,1000 Inputs,1001 Keyboards,0,0,0,0,
9563,D11I165;6C,May ,2019-05-18,1000 Inputs,1001 Keyboards,0,0,0,0,
9564,D11I165;6C,May ,2019-05-19,1000 Inputs,1001 Keyboards,0,0,0,0,
9565,D11I165;6C,May ,2019-05-20,1000 Inputs,1001 Keyboards,199.24,1,0,199,
9566,D11I165;6C,May ,2019-05-21,1000 Inputs,1001 Keyboards,0,0,0,0,
9567,D11I165;6C,May ,2019-05-22,1000 Inputs,1001 Keyboards,0,0,0,0,
9568,D11I165;6C,May ,2019-05-23,1000 Inputs,1001 Keyboards,0,0,0,0,
9569,D11I165;6C,May ,2019-05-24,1000 Inputs,1001 Keyboards,0,0,0,0,
9570,D11I165;6C,May ,2019-05-25,1000 Inputs,1001 Keyboards,0,0,0,0,
9571,D11I165;6C,May ,2019-05-26,1000 Inputs,1001 Keyboards,0,0,0,0,
9572,D11I165;6C,May ,2019-05-27,1000 Inputs,1001 Keyboards,0,0,0,0,
9573,D11I165;6C,May ,2019-05-28,1000 Inputs,1001 Keyboards,199.25,1,0,199,
9574,D11I165;6C,May ,2019-05-29,1000 Inputs,1001 Keyboards,0,0,0,0,
9575,D11I165;6C,May ,2019-05-30,1000 Inputs,1001 Keyboards,0,0,0,0,
9576,D11I165;6C,May ,2019-05-31,1000 Inputs,1001 Keyboards,0,0,0,0,
9577,D11I165;6C,June ,2019-06-01,1000 Inputs,1001 Keyboards,0,0,0,0,
9578,D11I165;6C,June ,2019-06-02,1000 Inputs,1001 Keyboards,0,0,0,0,
9579,D11I165;6C,June ,2019-06-03,1000 Inputs,1001 Keyboards,0,0,0,0,
9580,D11I165;6C,June ,2019-06-04,1000 Inputs,1001 Keyboards,0,0,0,0,
9581,D11I165;6C,June ,2019-06-05,1000 Inputs,1001 Keyboards,0,0,0,0,
9582,D11I165;6C,June ,2019-06-06,1000 Inputs,1001 Keyboards,0,0,0,0,
9583,D11I165;6C,June ,2019-06-07,1000 Inputs,1001 Keyboards,0,0,0,0,
9584,D11I165;6C,June ,2019-06-08,1000 Inputs,1001 Keyboards,0,0,0,0,
9585,D11I165;6C,June ,2019-06-09,1000 Inputs,1001 Keyboards,0,0,0,0,
9586,D11I165;6C,June ,2019-06-10,1000 Inputs,1001 Keyboards,0,0,0,0,
9587,D11I165;6C,June ,2019-06-11,1000 Inputs,1001 Keyboards,0,0,0,0,
9588,D11I165;6C,June ,2019-06-12,1000 Inputs,1001 Keyboards,0,0,0,0,
9589,D11I165;6C,June ,2019-06-13,1000 Inputs,1001 Keyboards,0,0,0,0,
9590,D11I165;6C,June ,2019-06-14,1000 Inputs,1001 Keyboards,0,0,0,0,
9591,D11I165;6C,June ,2019-06-15,1000 Inputs,1001 Keyboards,0,0,0,0,
9592,D11I165;6C,June ,2019-06-16,1000 Inputs,1001 Keyboards,0,0,0,0,
9593,D11I165;6C,June ,2019-06-17,1000 Inputs,1001 Keyboards,0,0,0,0,
9594,D11I165;6C,June ,2019-06-18,1000 Inputs,1001 Keyboards,0,0,0,0,
9595,D11I165;6C,June ,2019-06-19,1000 Inputs,1001 Keyboards,0,0,0,0,
9596,D11I165;6C,June ,2019-06-20,1000 Inputs,1001 Keyboards,0,0,0,0,
9597,D11I165;6C,June ,2019-06-21,1000 Inputs,1001 Keyboards,0,0,0,0,
9598,D11I165;6C,June ,2019-06-22,1000 Inputs,1001 Keyboards,0,0,0,0,
9599,D11I165;6C,June ,2019-06-23,1000 Inputs,1001 Keyboards,0,0,0,0,
9600,D11I165;6C,June ,2019-06-24,1000 Inputs,1001 Keyboards,0,0,0,0,
9601,D11I165;6C,June ,2019-06-25,1000 Inputs,1001 Keyboards,0,0,0,0,
9602,D11I165;6C,June ,2019-06-26,1000 Inputs,1001 Keyboards,0,0,0,0,
9603,D11I165;6C,June ,2019-06-27,1000 Inputs,1001 Keyboards,0,0,0,0,
9604,D11I165;6C,June ,2019-06-28,1000 Inputs,1001 Keyboards,0,0,0,0,
9605,D11I165;6C,June ,2019-06-29,1000 Inputs,1001 Keyboards,0,0,0,0,
9606,D11I165;6C,June ,2019-06-30,1000 Inputs,1001 Keyboards,0,0,0,0,
9607,D11I165;6C,July ,2019-07-01,1000 Inputs,1001 Keyboards,0,0,0,0,
9608,D11I165;6C,July ,2019-07-02,1000 Inputs,1001 Keyboards,0,0,0,0,
9609,D11I165;6C,July ,2019-07-03,1000 Inputs,1001 Keyboards,0,0,0,0,
9610,D11I165;6C,July ,2019-07-05,1000 Inputs,1001 Keyboards,0,0,0,0,
9611,D11I165;6C,July ,2019-07-06,1000 Inputs,1001 Keyboards,0,0,0,0,
9612,D11I165;6C,July ,2019-07-07,1000 Inputs,1001 Keyboards,0,0,0,0,
9613,D11I165;6C,July ,2019-07-08,1000 Inputs,1001 Keyboards,0,0,0,0,
9614,D11I165;6C,July ,2019-07-09,1000 Inputs,1001 Keyboards,0,0,0,0,
9615,D11I165;6C,July ,2019-07-10,1000 Inputs,1001 Keyboards,0,0,0,0,
9616,D11I165;6C,July ,2019-07-11,1000 Inputs,1001 Keyboards,0,0,0,0,
9617,D11I165;6C,July ,2019-07-12,1000 Inputs,1001 Keyboards,0,0,0,0,
9618,D11I165;6C,July ,2019-07-13,1000 Inputs,1001 Keyboards,0,0,0,0,
9619,D11I165;6C,July ,2019-07-14,1000 Inputs,1001 Keyboards,0,0,0,0,
9620,D11I165;6C,July ,2019-07-16,1000 Inputs,1001 Keyboards,0,0,0,0,
9621,D11I165;6C,July ,2019-07-17,1000 Inputs,1001 Keyboards,0,0,0,0,
9622,D11I165;6C,July ,2019-07-18,1000 Inputs,1001 Keyboards,0,0,0,0,
9623,D11I165;6C,July ,2019-07-19,1000 Inputs,1001 Keyboards,0,0,0,0,
9624,D11I165;6C,July ,2019-07-24,1000 Inputs,1001 Keyboards,0,0,0,0,
9625,D11I165;6C,July ,2019-07-25,1000 Inputs,1001 Keyboards,0,0,0,0,
9626,D11I165;6C,July ,2019-07-27,1000 Inputs,1001 Keyboards,0,0,0,0,
9627,D11I165;6C,August ,2019-08-02,1000 Inputs,1001 Keyboards,0,0,0,0,
9628,D11I165;6C,August ,2019-08-25,1000 Inputs,1001 Keyboards,0,0,0,0,
9629,D11I165;6C,August ,2019-08-26,1000 Inputs,1001 Keyboards,0,0,0,0,
9630,D11I165;6C,August ,2019-08-27,1000 Inputs,1001 Keyboards,0,0,0,0,
9631,C02JAMMO55,May ,2019-05-01,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9632,C02JAMMO55,May ,2019-05-06,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9633,C02JAMMO55,May ,2019-05-15,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9634,C02JAMMO55,May ,2019-05-16,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9635,C02JAMMO55,May ,2019-05-17,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9636,C02JAMMO55,May ,2019-05-21,5600 Video Components,5610 A/V Remote Controls,151.23,1,0,151,
9637,C02JAMMO55,May ,2019-05-22,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9638,C02JAMMO55,May ,2019-05-23,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9639,C02JAMMO55,May ,2019-05-24,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9640,C02JAMMO55,June ,2019-06-14,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9641,C02JAMMO55,June ,2019-06-23,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9642,C02JAMMO55,July ,2019-07-13,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9643,C02JAMMO55,July ,2019-07-14,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9644,C02JAMMO55,July ,2019-07-16,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9645,C02JAMMO55,July ,2019-07-18,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9646,C02JAMMO55,July ,2019-07-19,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9647,C02JAMMO55,August ,2019-08-05,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9648,C02JAMMO55,August ,2019-08-09,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9649,C02JAMMO55,August ,2019-08-11,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9650,C02JAMMO55,August ,2019-08-13,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9651,C02JAMMO55,August ,2019-08-14,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9652,C02JAMMO55,August ,2019-08-15,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9653,C01IRBUX3:,May ,2019-05-01,1000 Inputs,1003 Computer Speakers,473.62,20,5.34,24,
9654,C01IRBUX3:,May ,2019-05-02,1000 Inputs,1003 Computer Speakers,202.08,8,3.45,25,
9655,C01IRBUX3:,May ,2019-05-03,1000 Inputs,1003 Computer Speakers,524.79,21,5.23,25,
9656,C01IRBUX3:,May ,2019-05-04,1000 Inputs,1003 Computer Speakers,299.88,12,3.45,25,
9657,C01IRBUX3:,May ,2019-05-05,1000 Inputs,1003 Computer Speakers,574.77,23,3.49,25,
9658,C01IRBUX3:,May ,2019-05-06,1000 Inputs,1003 Computer Speakers,124.95,5,4.92,25,
9659,C01IRBUX3:,May ,2019-05-07,1000 Inputs,1003 Computer Speakers,349.86,14,5.13,25,
9660,C01IRBUX3:,May ,2019-05-08,1000 Inputs,1003 Computer Speakers,474.81,19,7,25,
9661,C01IRBUX3:,May ,2019-05-09,1000 Inputs,1003 Computer Speakers,249.9,10,4.79,25,
9662,C01IRBUX3:,May ,2019-05-10,1000 Inputs,1003 Computer Speakers,274.89,11,5.71,25,
9663,C01IRBUX3:,May ,2019-05-11,1000 Inputs,1003 Computer Speakers,224.91,9,3.71,25,
9664,C01IRBUX3:,May ,2019-05-12,1000 Inputs,1003 Computer Speakers,324.87,13,3.76,25,
9665,C01IRBUX3:,May ,2019-05-13,1000 Inputs,1003 Computer Speakers,541.6,22,4.12,25,
9666,C01IRBUX3:,May ,2019-05-14,1000 Inputs,1003 Computer Speakers,324.87,13,3.81,25,
9667,C01IRBUX3:,May ,2019-05-15,1000 Inputs,1003 Computer Speakers,474.82,19,5.12,25,
9668,C01IRBUX3:,May ,2019-05-16,1000 Inputs,1003 Computer Speakers,349.86,14,4.36,25,
9669,C01IRBUX3:,May ,2019-05-17,1000 Inputs,1003 Computer Speakers,374.83,15,4.32,25,
9670,C01IRBUX3:,May ,2019-05-18,1000 Inputs,1003 Computer Speakers,499.81,20,3.57,25,
9671,C01IRBUX3:,May ,2019-05-19,1000 Inputs,1003 Computer Speakers,399.84,16,5.03,25,
9672,C01IRBUX3:,May ,2019-05-20,1000 Inputs,1003 Computer Speakers,349.86,14,6.84,25,
9673,C01IRBUX3:,May ,2019-05-21,1000 Inputs,1003 Computer Speakers,574.79,23,4.17,25,
9674,C01IRBUX3:,May ,2019-05-22,1000 Inputs,1003 Computer Speakers,524.79,21,7.76,25,
9675,C01IRBUX3:,May ,2019-05-23,1000 Inputs,1003 Computer Speakers,499.8,20,5.35,25,
9676,C01IRBUX3:,May ,2019-05-24,1000 Inputs,1003 Computer Speakers,499.8,20,4.18,25,
9677,C01IRBUX3:,May ,2019-05-25,1000 Inputs,1003 Computer Speakers,148.42,6,3.75,25,
9678,C01IRBUX3:,May ,2019-05-26,1000 Inputs,1003 Computer Speakers,249.9,10,4.3,25,
9679,C01IRBUX3:,May ,2019-05-27,1000 Inputs,1003 Computer Speakers,199.92,8,5.16,25,
9680,C01IRBUX3:,May ,2019-05-28,1000 Inputs,1003 Computer Speakers,324.87,13,3.1,25,
9681,C01IRBUX3:,May ,2019-05-29,1000 Inputs,1003 Computer Speakers,174.93,7,3.77,25,
9682,C01IRBUX3:,May ,2019-05-30,1000 Inputs,1003 Computer Speakers,249.9,10,4.86,25,
9683,C01IRBUX3:,May ,2019-05-31,1000 Inputs,1003 Computer Speakers,124.95,5,4.3,25,
9684,C01IRBUX3:,June ,2019-06-01,1000 Inputs,1003 Computer Speakers,249.9,10,3.78,25,
9685,C01IRBUX3:,June ,2019-06-02,1000 Inputs,1003 Computer Speakers,424.83,17,4.24,25,
9686,C01IRBUX3:,June ,2019-06-03,1000 Inputs,1003 Computer Speakers,374.85,15,3.96,25,
9687,C01IRBUX3:,June ,2019-06-04,1000 Inputs,1003 Computer Speakers,624.75,25,4.08,25,
9688,C01IRBUX3:,June ,2019-06-05,1000 Inputs,1003 Computer Speakers,224.91,9,4.68,25,
9689,C01IRBUX3:,June ,2019-06-06,1000 Inputs,1003 Computer Speakers,124.95,5,4.03,25,
9690,C01IRBUX3:,June ,2019-06-07,1000 Inputs,1003 Computer Speakers,427.71,19,4.12,23,
9691,C01IRBUX3:,June ,2019-06-08,1000 Inputs,1003 Computer Speakers,149.94,6,3.98,25,
9692,C01IRBUX3:,June ,2019-06-09,1000 Inputs,1003 Computer Speakers,349.86,14,4.97,25,
9693,C01IRBUX3:,June ,2019-06-10,1000 Inputs,1003 Computer Speakers,299.88,12,4.9,25,
9694,C01IRBUX3:,June ,2019-06-11,1000 Inputs,1003 Computer Speakers,374.96,17,6.56,22,
9695,C01IRBUX3:,June ,2019-06-12,1000 Inputs,1003 Computer Speakers,345.62,15,4.09,23,
9696,C01IRBUX3:,June ,2019-06-13,1000 Inputs,1003 Computer Speakers,24.99,1,5.45,25,
9697,C01IRBUX3:,June ,2019-06-14,1000 Inputs,1003 Computer Speakers,449.82,18,3.42,25,
9698,C01IRBUX3:,June ,2019-06-15,1000 Inputs,1003 Computer Speakers,2350.88,112,6.2,21,
9699,C01IRBUX3:,June ,2019-06-16,1000 Inputs,1003 Computer Speakers,453.82,18,4.84,25,
9700,C01IRBUX3:,June ,2019-06-17,1000 Inputs,1003 Computer Speakers,374.85,15,3.42,25,
9701,C01IRBUX3:,June ,2019-06-18,1000 Inputs,1003 Computer Speakers,203.92,8,5.29,25,
9702,C01IRBUX3:,June ,2019-06-19,1000 Inputs,1003 Computer Speakers,149.94,6,5.12,25,
9703,C01IRBUX3:,June ,2019-06-20,1000 Inputs,1003 Computer Speakers,49.98,2,27.44,25,
9704,C01IRBUX3:,June ,2019-06-21,1000 Inputs,1003 Computer Speakers,0,0,100,0,
9705,C01IRBUX3:,June ,2019-06-22,1000 Inputs,1003 Computer Speakers,0,0,100.06,0,
9706,C01IRBUX3:,June ,2019-06-23,1000 Inputs,1003 Computer Speakers,0,0,100,0,
9707,C01IRBUX3:,June ,2019-06-24,1000 Inputs,1003 Computer Speakers,24.99,1,4.35,25,
9708,C01IRBUX3:,June ,2019-06-25,1000 Inputs,1003 Computer Speakers,2148.28,86,10.24,25,
9709,C01IRBUX3:,June ,2019-06-26,1000 Inputs,1003 Computer Speakers,1698.66,68,6.82,25,
9710,C01IRBUX3:,June ,2019-06-27,1000 Inputs,1003 Computer Speakers,1895.65,76,4.76,25,
9711,C01IRBUX3:,June ,2019-06-28,1000 Inputs,1003 Computer Speakers,822.7,33,7.62,25,
9712,C01IRBUX3:,June ,2019-06-29,1000 Inputs,1003 Computer Speakers,307.89,13,5.59,24,
9713,C01IRBUX3:,June ,2019-06-30,1000 Inputs,1003 Computer Speakers,340.97,15,7.03,23,
9714,C01IRBUX3:,July ,2019-07-01,1000 Inputs,1003 Computer Speakers,2580.72,111,8.64,23,
9715,C01IRBUX3:,July ,2019-07-02,1000 Inputs,1003 Computer Speakers,190.73,8,4.07,24,
9716,C01IRBUX3:,July ,2019-07-03,1000 Inputs,1003 Computer Speakers,192.22,8,5.26,24,
9717,C01IRBUX3:,July ,2019-07-04,1000 Inputs,1003 Computer Speakers,139.53,6,6.21,23,
9718,C01IRBUX3:,July ,2019-07-05,1000 Inputs,1003 Computer Speakers,191.13,8,5.9,24,
9719,C01IRBUX3:,July ,2019-07-06,1000 Inputs,1003 Computer Speakers,471.01,20,7.82,24,
9720,C01IRBUX3:,July ,2019-07-07,1000 Inputs,1003 Computer Speakers,222.87,9,5.04,25,
9721,C01IRBUX3:,July ,2019-07-08,1000 Inputs,1003 Computer Speakers,190.78,8,5.93,24,
9722,C01IRBUX3:,July ,2019-07-09,1000 Inputs,1003 Computer Speakers,139.14,6,6.66,23,
9723,C01IRBUX3:,July ,2019-07-10,1000 Inputs,1003 Computer Speakers,116.39,5,3.75,23,
9724,C01IRBUX3:,July ,2019-07-11,1000 Inputs,1003 Computer Speakers,120.95,5,5.44,24,
9725,C01IRBUX3:,July ,2019-07-12,1000 Inputs,1003 Computer Speakers,47,2,5.15,24,
9726,C01IRBUX3:,July ,2019-07-13,1000 Inputs,1003 Computer Speakers,70.76,3,3.31,24,
9727,C01IRBUX3:,July ,2019-07-14,1000 Inputs,1003 Computer Speakers,24.99,1,4.77,25,
9728,C01IRBUX3:,July ,2019-07-15,1000 Inputs,1003 Computer Speakers,1724.31,69,2.92,25,
9729,C01IRBUX3:,July ,2019-07-16,1000 Inputs,1003 Computer Speakers,684.3,29,6.22,24,
9730,C01IRBUX3:,July ,2019-07-17,1000 Inputs,1003 Computer Speakers,124.95,5,6.32,25,
9731,C01IRBUX3:,July ,2019-07-18,1000 Inputs,1003 Computer Speakers,49.98,2,5.69,25,
9732,C01IRBUX3:,July ,2019-07-19,1000 Inputs,1003 Computer Speakers,677.19,29,8.17,23,
9733,C01IRBUX3:,July ,2019-07-20,1000 Inputs,1003 Computer Speakers,132.76,6,6.25,22,
9734,C01IRBUX3:,July ,2019-07-21,1000 Inputs,1003 Computer Speakers,142.74,6,4.49,24,
9735,C01IRBUX3:,July ,2019-07-22,1000 Inputs,1003 Computer Speakers,66.31,3,6.33,22,
9736,C01IRBUX3:,July ,2019-07-23,1000 Inputs,1003 Computer Speakers,23.28,1,5.92,23,
9737,C01IRBUX3:,July ,2019-07-24,1000 Inputs,1003 Computer Speakers,177.67,8,7.49,22,
9738,C01IRBUX3:,July ,2019-07-25,1000 Inputs,1003 Computer Speakers,308.86,14,5.33,22,
9739,C01IRBUX3:,July ,2019-07-26,1000 Inputs,1003 Computer Speakers,242.97,11,4.55,22,
9740,C01IRBUX3:,July ,2019-07-27,1000 Inputs,1003 Computer Speakers,262.43,12,4.09,22,
9741,C01IRBUX3:,July ,2019-07-28,1000 Inputs,1003 Computer Speakers,451.45,22,5.37,21,
9742,C01IRBUX3:,July ,2019-07-29,1000 Inputs,1003 Computer Speakers,568.75,26,5.12,22,
9743,C01IRBUX3:,July ,2019-07-30,1000 Inputs,1003 Computer Speakers,1098.64,51,5.93,22,
9744,C01IRBUX3:,July ,2019-07-31,1000 Inputs,1003 Computer Speakers,1304.74,60,8.12,22,
9745,C01IRBUX3:,August ,2019-08-01,1000 Inputs,1003 Computer Speakers,267.12,12,3.43,22,
9746,C01IRBUX3:,August ,2019-08-02,1000 Inputs,1003 Computer Speakers,241.56,11,3.99,22,
9747,C01IRBUX3:,August ,2019-08-03,1000 Inputs,1003 Computer Speakers,225.3,10,3.34,23,
9748,C01IRBUX3:,August ,2019-08-04,1000 Inputs,1003 Computer Speakers,225.3,10,3.3,23,
9749,C01IRBUX3:,August ,2019-08-05,1000 Inputs,1003 Computer Speakers,225.3,10,5.93,23,
9750,C01IRBUX3:,August ,2019-08-06,1000 Inputs,1003 Computer Speakers,158.25,7,6.22,23,
9751,C01IRBUX3:,August ,2019-08-07,1000 Inputs,1003 Computer Speakers,317.26,14,6.03,23,
9752,C01IRBUX3:,August ,2019-08-08,1000 Inputs,1003 Computer Speakers,183.92,8,6.71,23,
9753,C01IRBUX3:,August ,2019-08-09,1000 Inputs,1003 Computer Speakers,313.33,13,4.32,24,
9754,C01IRBUX3:,August ,2019-08-10,1000 Inputs,1003 Computer Speakers,311.87,13,3.43,24,
9755,C01IRBUX3:,August ,2019-08-11,1000 Inputs,1003 Computer Speakers,367.11,17,5.53,22,
9756,C01IRBUX3:,August ,2019-08-12,1000 Inputs,1003 Computer Speakers,282.4,12,5.39,24,
9757,C01IRBUX3:,August ,2019-08-13,1000 Inputs,1003 Computer Speakers,149.94,6,5.67,25,
9758,C01IRBUX3:,August ,2019-08-14,1000 Inputs,1003 Computer Speakers,449.82,18,3.58,25,
9759,C01IRBUX3:,August ,2019-08-15,1000 Inputs,1003 Computer Speakers,290.83,13,5.54,22,
9760,C01IRBUX3:,August ,2019-08-16,1000 Inputs,1003 Computer Speakers,378.7,18,4.45,21,
9761,C01IRBUX3:,August ,2019-08-17,1000 Inputs,1003 Computer Speakers,225.87,10,3.17,23,
9762,C01IRBUX3:,August ,2019-08-18,1000 Inputs,1003 Computer Speakers,317.26,14,3.06,23,
9763,C01IRBUX3:,August ,2019-08-19,1000 Inputs,1003 Computer Speakers,384.85,17,5.33,23,
9764,C01IRBUX3:,August ,2019-08-20,1000 Inputs,1003 Computer Speakers,225.9,10,4.55,23,
9765,C01IRBUX3:,August ,2019-08-21,1000 Inputs,1003 Computer Speakers,248.49,11,5.71,23,
9766,C01IRBUX3:,August ,2019-08-22,1000 Inputs,1003 Computer Speakers,225.9,10,5.2,23,
9767,C01IRBUX3:,August ,2019-08-23,1000 Inputs,1003 Computer Speakers,359.78,16,6.41,22,
9768,C01IRBUX3:,August ,2019-08-24,1000 Inputs,1003 Computer Speakers,291.18,13,5.43,22,
9769,C01IRBUX3:,August ,2019-08-25,1000 Inputs,1003 Computer Speakers,158.13,7,5.37,23,
9770,C01IRBUX3:,August ,2019-08-26,1000 Inputs,1003 Computer Speakers,158.13,7,7.23,23,
9771,C01IRBUX3:,August ,2019-08-27,1000 Inputs,1003 Computer Speakers,158.13,7,5.41,23,
9772,C01IRBUX3:,August ,2019-08-28,1000 Inputs,1003 Computer Speakers,313.48,14,6.58,22,
9773,C01IRBUX3:,August ,2019-08-29,1000 Inputs,1003 Computer Speakers,748.5,37,6.3,20,
9774,C01IRBUX3:,August ,2019-08-30,1000 Inputs,1003 Computer Speakers,168.75,8,6.67,21,
9775,C01IRBUX3:,August ,2019-08-31,1000 Inputs,1003 Computer Speakers,87.96,4,5.4,22,
9776,C01JSHF992,June ,2019-06-14,1000 Inputs,1002 Mice,0,0,0,0,
9777,D21J9KN6Y6,May ,2019-05-01,5600 Video Components,5610 A/V Remote Controls,27.99,1,0,28,
9778,D21J9KN6Y6,May ,2019-05-02,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9779,D21J9KN6Y6,May ,2019-05-03,5600 Video Components,5610 A/V Remote Controls,16.99,1,0,17,
9780,D21J9KN6Y6,May ,2019-05-04,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9781,D21J9KN6Y6,May ,2019-05-05,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9782,D21J9KN6Y6,May ,2019-05-06,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9783,D21J9KN6Y6,May ,2019-05-07,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9784,D21J9KN6Y6,May ,2019-05-08,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9785,D21J9KN6Y6,May ,2019-05-09,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9786,D21J9KN6Y6,May ,2019-05-10,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9787,D21J9KN6Y6,May ,2019-05-11,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9788,D21J9KN6Y6,May ,2019-05-12,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9789,D21J9KN6Y6,May ,2019-05-13,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9790,D21J9KN6Y6,May ,2019-05-14,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9791,D21J9KN6Y6,May ,2019-05-15,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9792,D21J9KN6Y6,May ,2019-05-16,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9793,D21J9KN6Y6,May ,2019-05-17,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9794,D21J9KN6Y6,May ,2019-05-18,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9795,D21J9KN6Y6,May ,2019-05-19,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9796,D21J9KN6Y6,May ,2019-05-20,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9797,D21J9KN6Y6,May ,2019-05-21,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9798,D21J9KN6Y6,May ,2019-05-22,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9799,D21J9KN6Y6,May ,2019-05-23,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9800,D21J9KN6Y6,May ,2019-05-24,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9801,D21J9KN6Y6,May ,2019-05-25,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9802,D21J9KN6Y6,May ,2019-05-26,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9803,D21J9KN6Y6,May ,2019-05-27,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9804,D21J9KN6Y6,May ,2019-05-28,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9805,D21J9KN6Y6,May ,2019-05-29,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9806,D21J9KN6Y6,May ,2019-05-30,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9807,D21J9KN6Y6,May ,2019-05-31,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9808,D21J9KN6Y6,June ,2019-06-01,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9809,D21J9KN6Y6,June ,2019-06-02,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9810,D21J9KN6Y6,June ,2019-06-03,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9811,D21J9KN6Y6,June ,2019-06-04,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9812,D21J9KN6Y6,June ,2019-06-05,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9813,D21J9KN6Y6,June ,2019-06-06,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9814,D21J9KN6Y6,June ,2019-06-07,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9815,D21J9KN6Y6,June ,2019-06-08,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9816,D21J9KN6Y6,June ,2019-06-09,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9817,D21J9KN6Y6,June ,2019-06-10,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9818,D21J9KN6Y6,June ,2019-06-11,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9819,D21J9KN6Y6,June ,2019-06-12,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9820,D21J9KN6Y6,June ,2019-06-13,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
9821,D21J9KN6Y6,June ,2019-06-14,5600 Video Components,5610 A/V Remote Controls,0,0,0,0,
